id;data;nfe;nf_desconto;valor_bruto;valor_venda;cliente_id
1689;2021-12-05 00:00:00,000;"SO48322";0;92,66;92,66;33
1769;2021-12-18 00:00:00,000;"SO48742";0;122,96;122,96;142
1825;2022-01-12 00:00:00,000;"SO48794";0;243;243;600
1837;2022-01-14 00:00:00,000;"SO49050";0;305,84;305,84;170
1869;2022-02-04 00:00:00,000;"SO49083";0;539;539;520
1875;2022-02-05 00:00:00,000;"SO49087";0;159,84;159,84;492
1920;2022-02-18 00:00:00,000;"SO49135";0;120,96;120,96;617
1945;2022-02-25 00:00:00,000;"SO49155";0;227,25;227,25;92
1951;2022-02-28 00:00:00,000;"SO49162";0;274,5;274,5;334
1961;2022-03-02 00:00:00,000;"SO49447";0;588;588;498
1969;2022-03-03 00:00:00,000;"SO49457";0;122,96;122,96;215
2018;2022-03-20 00:00:00,000;"SO49505";0;187,04;187,04;618
2029;2022-03-23 00:00:00,000;"SO49514";0;342,2;342,2;542
2031;2022-03-24 00:00:00,000;"SO49516";0;392,7;392,7;171
2044;2022-03-27 00:00:00,000;"SO49525";0;435,81;435,81;138
2049;2022-03-29 00:00:00,000;"SO49537";0;147,34;147,34;393
2053;2022-03-29 00:00:00,000;"SO49535";0;178,56;178,56;460
2067;2022-04-02 00:00:00,000;"SO49824";0;103,68;103,68;74
2104;2022-04-23 00:00:00,000;"SO49863";0;200,88;200,88;197
2126;2022-04-30 00:00:00,000;"SO49882";0;180,36;180,36;208
2128;2022-05-02 00:00:00,000;"SO49886";0;190,74;190,74;576
2156;2022-05-15 00:00:00,000;"SO50207";0;182,07;182,07;28
2234;2022-06-03 00:00:00,000;"SO50288";0;140,36;140,36;184
2236;2022-06-03 00:00:00,000;"SO50287";0;92,66;92,66;157
2238;2022-06-03 00:00:00,000;"SO50285";0;156;156;657
2249;2022-06-07 00:00:00,000;"SO50303";0;188,76;188,76;618
2322;2022-07-08 00:00:00,000;"SO50709";0;205,41;205,41;60
2327;2022-07-10 00:00:00,000;"SO50714";0;103,68;103,68;79
2343;2022-07-16 00:00:00,000;"SO50729";0;215,05;215,05;396
2381;2022-07-24 00:00:00,000;"SO51087";0;160,5;160,5;640
2429;2022-08-10 00:00:00,000;"SO51136";0;98,28;98,28;443
2469;2022-08-23 00:00:00,000;"SO51175";0;101,76;101,76;587
2505;2022-09-13 00:00:00,000;"SO51725";0;194,4;194,4;105
2544;2022-10-07 00:00:00,000;"SO51768";0;208,75;208,75;260
2556;2022-10-18 00:00:00,000;"SO51779";0;180,36;180,36;121
2565;2022-10-21 00:00:00,000;"SO51788";0;226,27;226,27;628
2570;2022-10-24 00:00:00,000;"SO51792";0;144;144;146
2574;2022-10-27 00:00:00,000;"SO51805";0;216,92;216,92;275
2579;2022-10-27 00:00:00,000;"SO51801";0;153;153;402
2594;2022-11-01 00:00:00,000;"SO51817";0;270,25;270,25;415
2650;2022-11-27 00:00:00,000;"SO51868";0;183,82;183,82;280
2653;2022-11-27 00:00:00,000;"SO53450";0;578,2;578,2;620
2656;2022-11-28 00:00:00,000;"SO53453";0;211,12;211,12;137
2696;2022-12-12 00:00:00,000;"SO53494";0;158,4;158,4;547
2718;2022-12-20 00:00:00,000;"SO53517";0;151,51;151,51;79
2753;2023-01-17 00:00:00,000;"SO53549";0;119,78;119,78;162
2755;2023-01-31 00:00:00,000;"SO79058";0;422,62;422,62;592
2763;2023-02-01 00:00:00,000;"SO79063";0;347,94;347,94;564
2772;2023-02-03 00:00:00,000;"SO79077";0;118,72;118,72;197
2774;2023-02-03 00:00:00,000;"SO79079";0;316,1;316,1;28
2826;2023-02-16 00:00:00,000;"SO79128";0;435,63;435,63;176
2842;2023-02-21 00:00:00,000;"SO79144";0;292,9;292,9;445
2871;2023-03-03 00:00:00,000;"SO79457";0;125,08;125,08;97
2873;2023-03-03 00:00:00,000;"SO79453";0;84,84;84,84;649
2875;2023-03-03 00:00:00,000;"SO79459";0;180,96;180,96;273
2891;2023-03-07 00:00:00,000;"SO79475";0;138,88;138,88;374
2916;2023-03-14 00:00:00,000;"SO79491";0;164,16;164,16;411
2942;2023-04-12 00:00:00,000;"SO86982";0;167,28;167,28;582
2951;2023-04-14 00:00:00,000;"SO86989";0;529,2;529,2;399
2984;2023-06-01 00:00:00,000;"SO87418";0;176,66;176,66;113
2989;2023-06-03 00:00:00,000;"SO87433";0;120,96;120,96;394
3012;2023-05-28 00:00:00,000;"SO87408";0;333,72;333,72;233
3057;2023-05-23 00:00:00,000;"SO87393";0;117,16;117,16;352
3059;2023-09-18 00:00:00,000;"SO97000";0;327,26;327,26;293
3121;2023-07-24 00:00:00,000;"SO98058";0;265,5;265,5;248
3136;2023-07-29 00:00:00,000;"SO98091";0;108,48;108,48;693
3144;2023-07-30 00:00:00,000;"SO98294";0;154,5;154,5;483
3154;2023-07-28 00:00:00,000;"SO98085";0;293,5;293,5;321
3158;2023-07-29 00:00:00,000;"SO98287";0;111,3;111,3;676
3163;2023-08-01 00:00:00,000;"SO98300";0;189,54;189,54;35
3166;2023-08-01 00:00:00,000;"SO98305";0;128,8;128,8;129
3174;2023-08-03 00:00:00,000;"SO98312";0;248,41;248,41;97
3195;2023-08-05 00:00:00,000;"SO98330";0;362,5;362,5;101
3214;2023-08-08 00:00:00,000;"SO98343";0;453,92;453,92;622
3235;2023-08-11 00:00:00,000;"SO98362";0;225,68;225,68;11
3281;2023-08-10 00:00:00,000;"SO98354";0;128,76;128,76;18
3282;2023-08-18 00:00:00,000;"SO98736";0;148,92;148,92;89
3296;2023-10-06 00:00:00,000;"SO97059";0;155,68;155,68;132
3321;2023-10-13 00:00:00,000;"SO97363";0;138;138;505
3369;2023-09-04 00:00:00,000;"SO99083";0;509,6;509,6;610
3417;2023-10-19 00:00:00,000;"SO117671";0;247,5;247,5;430
1;2021-02-16 00:00:00,000;"SO43660";24,9;292,13;267,23;614
2;2021-02-16 00:00:00,000;"SO43661";126,3;2525,24;2398,94;338
3;2021-02-16 00:00:00,000;"SO43659";145;2045,77;1900,77;557
4;2021-02-17 00:00:00,000;"SO43662";249,95;3918,43;3668,48;117
5;2021-02-17 00:00:00,000;"SO43663";8,35;176,66;168,31;50
6;2021-02-17 00:00:00,000;"SO43664";74,9;1103,06;1028,16;259
7;2021-02-17 00:00:00,000;"SO43665";112,95;1832,33;1719,38;347
8;2021-02-18 00:00:00,000;"SO43668";364,85;4683,06;4318,21;595
9;2021-02-18 00:00:00,000;"SO43666";61,05;1095,05;1034;470
10;2021-02-18 00:00:00,000;"SO43667";83,35;507,62;424,27;313
12;2021-02-18 00:00:00,000;"SO43670";26,35;665,78;639,43;266
13;2021-02-19 00:00:00,000;"SO43671";99,95;1773,59;1673,64;447
14;2021-02-19 00:00:00,000;"SO43676";62,85;828,11;765,26;247
15;2021-02-19 00:00:00,000;"SO43677";140,75;2712,47;2571,72;604
16;2021-02-19 00:00:00,000;"SO43675";85,85;1556,9;1471,05;202
17;2021-02-19 00:00:00,000;"SO43674";8,35;139,15;130,8;81
18;2021-02-19 00:00:00,000;"SO43672";26,15;442,36;416,21;576
19;2021-02-19 00:00:00,000;"SO43673";140,15;2614,95;2474,8;209
20;2021-02-20 00:00:00,000;"SO43681";303,15;3650,38;3347,23;15
21;2021-02-20 00:00:00,000;"SO43678";258,35;3750,36;3492,01;675
22;2021-02-20 00:00:00,000;"SO43680";143,65;2507,22;2363,57;256
23;2021-02-20 00:00:00,000;"SO43679";32;392,2;360,2;502
24;2021-02-21 00:00:00,000;"SO43688";207,15;2277,69;2070,54;238
25;2021-02-21 00:00:00,000;"SO43685";55,55;708,13;652,58;253
26;2021-02-21 00:00:00,000;"SO43683";87,9;1889,04;1801,14;619
27;2021-02-21 00:00:00,000;"SO43686";40,9;877,87;836,97;577
28;2021-02-21 00:00:00,000;"SO43684";26,85;1290,9;1264,05;431
29;2021-02-21 00:00:00,000;"SO43682";34,8;868,04;833,24;144
30;2021-02-21 00:00:00,000;"SO43687";45,9;1048,6;1002,7;217
31;2021-02-22 00:00:00,000;"SO43689";188,15;3690,76;3502,61;649
32;2021-02-22 00:00:00,000;"SO43690";72,9;821,64;748,74;120
33;2021-02-22 00:00:00,000;"SO43691";16,2;112;95,8;469
34;2021-02-22 00:00:00,000;"SO43692";333,55;7019,28;6685,73;359
35;2021-02-23 00:00:00,000;"SO43693";130,55;2157,6;2027,05;195
36;2021-02-23 00:00:00,000;"SO43695";87,5;1214,63;1127,13;202
37;2021-02-23 00:00:00,000;"SO43845";127,55;1918,91;1791,36;55
38;2021-02-23 00:00:00,000;"SO43846";57,9;760,83;702,93;640
39;2021-02-23 00:00:00,000;"SO43844";49,8;729,91;680,11;686
40;2021-02-23 00:00:00,000;"SO43694";137,75;3023,74;2885,99;552
41;2021-02-23 00:00:00,000;"SO43847";22,05;821,92;799,87;466
42;2021-02-23 00:00:00,000;"SO43696";7,2;203,74;196,54;414
43;2021-02-23 00:00:00,000;"SO43843";80,4;1391,78;1311,38;510
44;2021-02-24 00:00:00,000;"SO43848";60,3;681,36;621,06;635
45;2021-02-24 00:00:00,000;"SO43849";92,5;2034,45;1941,95;477
46;2021-02-24 00:00:00,000;"SO43850";93,95;2339,63;2245,68;582
47;2021-02-25 00:00:00,000;"SO43851";145,6;2140,75;1995,15;187
48;2021-02-25 00:00:00,000;"SO43857";122,85;2179,62;2056,77;577
49;2021-02-25 00:00:00,000;"SO43852";15;172,01;157,01;54
50;2021-02-25 00:00:00,000;"SO43853";64,5;1463,89;1399,39;643
51;2021-02-25 00:00:00,000;"SO43856";18,2;424,41;406,21;123
52;2021-02-25 00:00:00,000;"SO43854";26,7;101,76;75,06;81
53;2021-02-25 00:00:00,000;"SO43855";164,1;1847,6;1683,5;633
54;2021-02-26 00:00:00,000;"SO43858";117,2;2780,85;2663,65;625
55;2021-02-26 00:00:00,000;"SO43862";79,95;1443,14;1363,19;505
56;2021-02-26 00:00:00,000;"SO43861";222,8;5041,89;4819,09;475
57;2021-02-26 00:00:00,000;"SO43859";39,15;587,54;548,39;318
58;2021-02-26 00:00:00,000;"SO43860";123,55;1701,94;1578,39;369
59;2021-02-27 00:00:00,000;"SO43863";34,15;695,87;661,72;235
60;2021-02-27 00:00:00,000;"SO43864";121,55;1421,11;1299,56;306
61;2021-02-27 00:00:00,000;"SO43869";62,5;1640,94;1578,44;197
62;2021-02-27 00:00:00,000;"SO43867";162,6;3122,89;2960,29;451
63;2021-02-27 00:00:00,000;"SO43870";73,55;782,02;708,47;255
64;2021-02-27 00:00:00,000;"SO43865";212,25;1865,16;1652,91;496
65;2021-02-27 00:00:00,000;"SO43868";16,2;134,4;118,2;416
66;2021-02-27 00:00:00,000;"SO43866";20,85;272,16;251,31;308
67;2021-02-28 00:00:00,000;"SO43871";107;2423,16;2316,16;323
68;2021-03-01 00:00:00,000;"SO43873";300,65;4903,23;4602,58;185
69;2021-02-28 00:00:00,000;"SO43872";179,35;3081,82;2902,47;180
70;2021-03-01 00:00:00,000;"SO43874";16,7;154,76;138,06;459
71;2021-03-01 00:00:00,000;"SO43875";133,35;4143,02;4009,67;238
72;2021-03-01 00:00:00,000;"SO43879";282,1;4357,71;4075,61;22
73;2021-03-01 00:00:00,000;"SO43878";34,1;359,86;325,76;468
74;2021-03-01 00:00:00,000;"SO43876";114,3;1851,73;1737,43;493
75;2021-03-01 00:00:00,000;"SO43877";120,1;1716,57;1596,47;231
76;2021-03-02 00:00:00,000;"SO43881";107,7;1558,07;1450,37;277
77;2021-03-02 00:00:00,000;"SO43880";96,45;2252,29;2155,84;322
79;2021-03-03 00:00:00,000;"SO43883";241,25;3694,06;3452,81;364
80;2021-03-03 00:00:00,000;"SO43884";246,7;3626,39;3379,69;568
82;2021-03-03 00:00:00,000;"SO43885";27,2;526,5;499,3;537
83;2021-03-03 00:00:00,000;"SO43886";214,3;4156,84;3942,54;483
84;2021-03-04 00:00:00,000;"SO43888";179,6;2752,84;2573,24;184
85;2021-03-04 00:00:00,000;"SO43891";68,05;1334,9;1266,85;465
86;2021-03-04 00:00:00,000;"SO43893";8,1;138,88;130,78;687
87;2021-03-04 00:00:00,000;"SO43892";137,05;3198,48;3061,43;677
88;2021-03-04 00:00:00,000;"SO43894";89,7;1291,32;1201,62;496
89;2021-03-04 00:00:00,000;"SO43889";21,35;322,47;301,12;332
90;2021-03-04 00:00:00,000;"SO43895";168,8;2957,02;2788,22;595
91;2021-03-04 00:00:00,000;"SO43890";122,9;1840,46;1717,56;521
92;2021-03-05 00:00:00,000;"SO43896";73,15;798,81;725,66;332
93;2021-03-06 00:00:00,000;"SO43898";283,55;5881,41;5597,86;514
94;2021-03-05 00:00:00,000;"SO43897";96,05;2614,93;2518,88;615
95;2021-03-06 00:00:00,000;"SO43904";120,4;2106,75;1986,35;65
96;2021-03-06 00:00:00,000;"SO43902";200,95;3282,18;3081,23;208
97;2021-03-06 00:00:00,000;"SO43899";122,05;2309,69;2187,64;566
98;2021-03-06 00:00:00,000;"SO43900";117,65;1307,8;1190,15;145
99;2021-03-06 00:00:00,000;"SO43901";170,65;2064,56;1893,91;632
101;2021-03-07 00:00:00,000;"SO43905";108,6;1721,38;1612,78;499
102;2021-03-08 00:00:00,000;"SO43907";258,7;4574,29;4315,59;19
103;2021-03-07 00:00:00,000;"SO43906";184,25;2663,78;2479,53;415
104;2021-03-08 00:00:00,000;"SO43910";143,75;3480,32;3336,57;370
105;2021-03-08 00:00:00,000;"SO43908";15,4;479,38;463,98;129
106;2021-03-08 00:00:00,000;"SO43909";89,95;1736,78;1646,83;554
107;2021-03-08 00:00:00,000;"SO43912";169,5;3792,73;3623,23;17
108;2021-03-08 00:00:00,000;"SO43911";112,65;2565,23;2452,58;575
109;2021-03-09 00:00:00,000;"SO43917";146,55;3518,41;3371,86;615
110;2021-03-09 00:00:00,000;"SO43913";109,6;2018,82;1909,22;266
111;2021-03-09 00:00:00,000;"SO43914";24,1;718,26;694,16;98
112;2021-03-09 00:00:00,000;"SO44075";67,1;1350,58;1283,48;362
113;2021-03-09 00:00:00,000;"SO44074";35,5;618,13;582,63;235
114;2021-03-09 00:00:00,000;"SO44076";14,7;653,3;638,6;559
115;2021-03-09 00:00:00,000;"SO43916";108;2182,73;2074,73;406
117;2021-03-10 00:00:00,000;"SO44079";243,65;6999,08;6755,43;155
118;2021-03-10 00:00:00,000;"SO44078";113,4;1344,79;1231,39;614
119;2021-03-10 00:00:00,000;"SO44077";64,3;1244,98;1180,68;335
121;2021-03-11 00:00:00,000;"SO44083";44,5;467,92;423,42;490
122;2021-03-12 00:00:00,000;"SO44086";249;4867,43;4618,43;21
123;2021-03-11 00:00:00,000;"SO44081";149,3;2580,66;2431,36;543
126;2021-03-11 00:00:00,000;"SO44085";186,4;3950,21;3763,81;463
127;2021-03-12 00:00:00,000;"SO44089";35,3;695,18;659,88;250
128;2021-03-12 00:00:00,000;"SO44087";27,3;302,54;275,24;231
129;2021-03-13 00:00:00,000;"SO44093";229,3;3360,02;3130,72;162
130;2021-03-12 00:00:00,000;"SO44092";68,85;1810,08;1741,23;338
131;2021-03-12 00:00:00,000;"SO44088";22,95;186,9;163,95;133
132;2021-03-12 00:00:00,000;"SO44091";14,6;1439,34;1424,74;342
133;2021-03-12 00:00:00,000;"SO44090";154,8;2573,2;2418,4;575
134;2021-03-14 00:00:00,000;"SO44098";87,85;1060,43;972,58;555
135;2021-03-13 00:00:00,000;"SO44096";33,8;526,5;492,7;550
136;2021-03-13 00:00:00,000;"SO44095";84,4;1627,6;1543,2;252
137;2021-03-13 00:00:00,000;"SO44094";14,6;95,94;81,34;28
138;2021-03-13 00:00:00,000;"SO44097";113,75;1907,18;1793,43;500
139;2021-03-14 00:00:00,000;"SO44102";28,8;777,82;749,02;416
140;2021-03-14 00:00:00,000;"SO44101";43,4;854,82;811,42;333
141;2021-03-14 00:00:00,000;"SO44099";48,5;951,84;903,34;138
142;2021-03-15 00:00:00,000;"SO44103";35,85;820,84;784,99;129
143;2021-03-14 00:00:00,000;"SO44100";218,2;3584,68;3366,48;530
145;2021-03-15 00:00:00,000;"SO44105";67,4;902,3;834,9;122
146;2021-03-15 00:00:00,000;"SO44109";156,6;3128,03;2971,43;501
147;2021-03-15 00:00:00,000;"SO44107";222,05;2910,05;2688;610
148;2021-03-15 00:00:00,000;"SO44108";32,4;363,42;331,02;459
149;2021-03-15 00:00:00,000;"SO44104";28,05;457,84;429,79;383
150;2021-03-16 00:00:00,000;"SO44110";210,1;4881,21;4671,11;132
151;2021-03-16 00:00:00,000;"SO44113";185,1;2729,84;2544,74;417
152;2021-03-16 00:00:00,000;"SO44114";265,1;4482,89;4217,79;494
153;2021-03-16 00:00:00,000;"SO44112";30,75;1131,62;1100,87;541
154;2021-03-16 00:00:00,000;"SO44111";190,85;2848,31;2657,46;69
155;2021-03-17 00:00:00,000;"SO44117";121,5;2769,6;2648,1;682
156;2021-03-17 00:00:00,000;"SO44115";253,6;3123,07;2869,47;131
157;2021-03-17 00:00:00,000;"SO44116";81,7;1344,39;1262,69;47
159;2021-03-18 00:00:00,000;"SO44120";175,2;2578,53;2403,33;405
160;2021-03-19 00:00:00,000;"SO44121";173;2505,17;2332,17;240
161;2021-03-18 00:00:00,000;"SO44119";135,5;1486,42;1350,92;457
162;2021-03-19 00:00:00,000;"SO44126";79,05;1157,28;1078,23;76
163;2021-03-19 00:00:00,000;"SO44123";11,6;196,02;184,42;149
164;2021-03-19 00:00:00,000;"SO44122";4,1;299,56;295,46;346
165;2021-03-19 00:00:00,000;"SO44124";243,7;3701,93;3458,23;616
166;2021-03-19 00:00:00,000;"SO44125";11,6;552,04;540,44;416
167;2021-03-20 00:00:00,000;"SO44127";263,2;3737,03;3473,83;97
168;2021-03-20 00:00:00,000;"SO44129";290,95;5590,65;5299,7;297
169;2023-06-19 00:00:00,000;"SO84128";92,3;1788,8;1696,5;493
170;2021-03-20 00:00:00,000;"SO44128";80,05;1853,09;1773,04;266
171;2021-03-21 00:00:00,000;"SO44133";184,6;3508,35;3323,75;303
172;2021-03-21 00:00:00,000;"SO44130";73,3;1535,58;1462,28;121
173;2023-06-20 00:00:00,000;"SO84130";67,25;1494,07;1426,82;185
176;2023-06-20 00:00:00,000;"SO84131";82,45;1647,99;1565,54;337
177;2021-03-21 00:00:00,000;"SO44131";117,55;1637,46;1519,91;154
178;2023-06-22 00:00:00,000;"SO84284";194,9;3205,44;3010,54;693
179;2023-06-20 00:00:00,000;"SO84133";206,25;3501,51;3295,26;462
180;2021-03-22 00:00:00,000;"SO44284";176,25;3233,05;3056,8;246
181;2021-03-22 00:00:00,000;"SO44283";247;5109,25;4862,25;165
182;2023-06-21 00:00:00,000;"SO84283";369,9;5399,14;5029,24;631
184;2023-06-21 00:00:00,000;"SO84280";7,8;142,8;135;462
185;2021-03-22 00:00:00,000;"SO44281";16,8;588;571,2;463
186;2021-03-22 00:00:00,000;"SO44282";188,6;2463,87;2275,27;52
187;2021-03-23 00:00:00,000;"SO44287";49,6;803,26;753,66;614
188;2021-03-23 00:00:00,000;"SO44286";60,6;1075,72;1015,12;26
189;2021-03-23 00:00:00,000;"SO44285";113,95;2061,64;1947,69;45
190;2021-03-23 00:00:00,000;"SO44288";384,15;7397,55;7013,4;424
191;2021-03-24 00:00:00,000;"SO44289";42,6;495,28;452,68;420
192;2021-03-24 00:00:00,000;"SO44293";247,45;4338,17;4090,72;28
193;2021-03-24 00:00:00,000;"SO44290";31,05;803,22;772,17;249
194;2021-03-24 00:00:00,000;"SO44291";17,8;219,84;202,04;295
195;2023-06-23 00:00:00,000;"SO84291";8,9;219,84;210,94;484
196;2021-03-25 00:00:00,000;"SO44294";98,05;2369,66;2271,61;472
197;2023-06-23 00:00:00,000;"SO84292";14,4;517,4;503;136
198;2021-03-24 00:00:00,000;"SO44292";42,65;553,84;511,19;555
199;2023-06-24 00:00:00,000;"SO84298";243,5;5438,23;5194,73;609
200;2021-03-25 00:00:00,000;"SO44298";265,75;5464,81;5199,06;336
201;2023-06-24 00:00:00,000;"SO84295";117,25;1427,63;1310,38;110
202;2021-03-25 00:00:00,000;"SO44295";68,9;1482,31;1413,41;70
203;2023-06-24 00:00:00,000;"SO84297";111,25;1434,81;1323,56;473
204;2021-03-25 00:00:00,000;"SO44297";74,75;1401,36;1326,61;310
205;2023-06-24 00:00:00,000;"SO84296";181,6;4379,5;4197,9;449
206;2021-03-25 00:00:00,000;"SO44296";239,55;4313,84;4074,29;167
207;2023-06-24 00:00:00,000;"SO84294";144,2;2350,34;2206,14;61
208;2023-06-25 00:00:00,000;"SO84299";285,3;5535,24;5249,94;582
209;2021-03-26 00:00:00,000;"SO44299";277,15;5443,72;5166,57;16
210;2021-03-27 00:00:00,000;"SO44301";358,65;5574,37;5215,72;41
211;2023-06-26 00:00:00,000;"SO84301";319,45;5844,07;5524,62;34
212;2021-03-27 00:00:00,000;"SO44302";26,7;110,4;83,7;209
214;2023-06-26 00:00:00,000;"SO84303";18,7;247,5;228,8;223
215;2023-06-26 00:00:00,000;"SO84304";66,95;1521,4;1454,45;67
216;2021-03-27 00:00:00,000;"SO44304";62,5;1503,6;1441,1;260
217;2021-03-27 00:00:00,000;"SO44300";109,25;1664,96;1555,71;360
218;2023-06-26 00:00:00,000;"SO84300";128,75;1676,25;1547,5;363
219;2023-06-26 00:00:00,000;"SO84302";17,8;110,4;92,6;358
220;2021-03-28 00:00:00,000;"SO44308";89,3;1278,44;1189,14;674
221;2023-06-27 00:00:00,000;"SO84308";71,2;1327,36;1256,16;446
222;2021-03-28 00:00:00,000;"SO44305";133,7;3633,98;3500,28;197
223;2023-06-27 00:00:00,000;"SO84305";136,5;3809,62;3673,12;306
224;2021-03-28 00:00:00,000;"SO44306";224,6;3692,8;3468,2;77
225;2023-06-27 00:00:00,000;"SO84306";249,05;3660,44;3411,39;551
226;2023-06-27 00:00:00,000;"SO84309";190,2;3107,95;2917,75;40
227;2021-03-29 00:00:00,000;"SO44309";189,6;3217,6;3028;214
228;2021-03-28 00:00:00,000;"SO44307";106,9;2193,14;2086,24;552
229;2023-06-29 00:00:00,000;"SO84314";244,35;4378,86;4134,51;459
230;2021-03-29 00:00:00,000;"SO44314";317,95;4336,83;4018,88;623
231;2021-03-29 00:00:00,000;"SO44310";17,8;96;78,2;320
232;2023-06-28 00:00:00,000;"SO84310";17,8;113,28;95,48;663
233;2023-06-28 00:00:00,000;"SO84312";42,8;543,64;500,84;11
