id;vendas_id;produto_id;item_quantidade;valor_unitario;"valor_bruto "
4321;512;44;1;135,52;135,52
4373;517;44;1;138,88;138,88
4423;525;44;1;117,6;117,6
4434;524;44;1;137,76;137,76
4443;523;44;1;122,08;122,08
4522;536;44;1;117,6;117,6
4523;535;44;1;115,36;115,36
4592;546;44;1;116,48;116,48
4617;549;44;1;140;140
4677;553;44;1;113,12;113,12
4747;559;44;1;114,24;114,24
4985;577;44;1;133,28;133,28
5046;598;44;1;114,24;114,24
5105;606;44;1;140;140
5141;618;44;1;140;140
5249;626;44;1;119,84;119,84
5285;644;44;1;126,56;126,56
5413;662;44;1;123,2;123,2
5438;660;44;1;132,16;132,16
5520;685;44;1;126,56;126,56
5555;680;44;1;135,52;135,52
5604;701;44;1;116,48;116,48
5610;696;44;1;140;140
5630;687;44;1;117,6;117,6
5644;715;44;1;125,44;125,44
5717;713;44;1;116,48;116,48
5894;744;44;1;134,4;134,4
5916;738;44;1;122,08;122,08
5958;762;44;1;112;112
6020;765;44;1;119,84;119,84
6034;776;44;1;116,48;116,48
6065;772;44;1;135,52;135,52
6092;779;44;1;125,44;125,44
6263;810;44;1;113,12;113,12
6419;841;44;1;129,92;129,92
6553;858;44;1;135,52;135,52
6615;879;44;1;132,16;132,16
6725;902;44;1;138,88;138,88
6761;901;44;1;129,92;129,92
6792;903;44;1;133,28;133,28
6937;921;44;1;134,4;134,4
7107;941;44;1;117,6;117,6
7257;954;44;1;134,4;134,4
7334;959;44;1;123,2;123,2
7389;978;44;1;140;140
7647;994;44;1;119,84;119,84
7787;1006;44;1;126,56;126,56
7808;1007;44;1;117,6;117,6
7912;1010;44;1;126,56;126,56
7968;1017;44;1;124,32;124,32
8048;1026;44;1;138,88;138,88
8126;1032;44;1;127,68;127,68
8186;1037;44;1;123,2;123,2
8190;1033;44;1;136,64;136,64
8200;1036;44;1;124,32;124,32
8242;1038;44;1;120,96;120,96
8319;1046;44;1;117,6;117,6
8444;1060;44;1;115,36;115,36
8480;1056;44;1;132,16;132,16
8542;1063;44;1;132,16;132,16
8681;1068;44;1;118,72;118,72
8689;1069;44;1;115,36;115,36
8817;1076;44;1;122,08;122,08
8886;1077;44;1;140;140
8924;1079;44;1;115,36;115,36
8986;1081;44;1;128,8;128,8
9336;1099;44;1;131,04;131,04
9447;1104;44;1;123,2;123,2
9510;1108;44;1;123,2;123,2
9682;1125;44;1;138,88;138,88
9817;1135;44;1;138,88;138,88
10088;1147;44;1;115,36;115,36
10250;1169;44;1;133,28;133,28
10593;1202;44;1;140;140
10632;1212;44;1;126,56;126,56
10674;1210;44;1;134,4;134,4
10948;1230;44;1;125,44;125,44
10976;1231;44;1;116,48;116,48
10999;1232;44;1;132,16;132,16
11043;1234;44;1;134,4;134,4
11175;1242;44;1;129,92;129,92
11320;1247;44;1;115,36;115,36
11338;1245;44;1;119,84;119,84
11413;1250;44;1;124,32;124,32
11472;1254;44;1;115,36;115,36
11602;1256;44;1;119,84;119,84
11651;1258;44;1;115,36;115,36
11677;1259;44;1;140;140
11798;1266;44;1;137,76;137,76
11820;1268;44;1;128,8;128,8
11832;1267;44;1;113,12;113,12
11859;1269;44;1;112;112
12003;1274;44;1;114,24;114,24
12056;1278;44;1;119,84;119,84
12061;1280;44;1;134,4;134,4
12075;1275;44;1;137,76;137,76
12160;1283;44;1;118,72;118,72
12199;1288;44;1;136,64;136,64
12339;1292;44;1;113,12;113,12
12719;1310;44;1;135,52;135,52
12756;1311;44;1;119,84;119,84
12890;1317;44;1;114,24;114,24
13202;1331;44;1;134,4;134,4
13462;1346;44;1;122,08;122,08
13720;1354;44;1;127,68;127,68
13729;1356;44;1;123,2;123,2
13958;1371;44;1;118,72;118,72
14012;1373;44;1;137,76;137,76
14140;1378;44;1;137,76;137,76
14275;1384;44;1;116,48;116,48
14623;1405;44;1;117,6;117,6
14692;1412;44;1;125,44;125,44
14702;1409;44;1;116,48;116,48
14744;1416;44;1;129,92;129,92
15009;1425;44;1;113,12;113,12
15131;1432;44;1;138,88;138,88
15176;1433;44;1;116,48;116,48
15242;1436;44;1;134,4;134,4
15512;1449;44;1;132,16;132,16
15848;1465;44;1;114,24;114,24
15854;1462;44;1;135,52;135,52
15996;1469;44;1;126,56;126,56
16058;1479;44;1;132,16;132,16
16141;1483;44;1;125,44;125,44
16314;1493;44;1;119,84;119,84
16477;1500;44;1;125,44;125,44
16745;1515;44;1;113,12;113,12
16756;1511;44;1;120,96;120,96
16813;1519;44;1;129,92;129,92
16826;1521;44;1;117,6;117,6
16881;1526;44;1;115,36;115,36
16938;1522;44;1;137,76;137,76
16939;1528;44;1;112;112
16949;1529;44;1;117,6;117,6
17016;1532;44;1;135,52;135,52
17077;1536;44;1;114,24;114,24
17085;1539;44;1;120,96;120,96
17175;1543;44;1;128,8;128,8
17200;1544;44;1;124,32;124,32
17279;1545;44;1;136,64;136,64
17338;1548;44;1;137,76;137,76
17405;1551;44;1;116,48;116,48
17450;1552;44;1;118,72;118,72
17799;1573;44;1;138,88;138,88
17820;1571;44;1;119,84;119,84
17840;1574;44;1;119,84;119,84
17913;1578;44;1;128,8;128,8
17995;1581;44;1;135,52;135,52
18089;1589;44;1;124,32;124,32
18222;1595;44;1;124,32;124,32
18337;1604;44;1;126,56;126,56
18459;1609;44;1;117,6;117,6
18601;1617;44;1;133,28;133,28
18664;1619;44;1;126,56;126,56
18791;1623;44;1;112;112
18895;1631;44;1;135,52;135,52
18921;1639;44;1;122,08;122,08
18998;1637;44;1;138,88;138,88
19037;1649;44;1;138,88;138,88
19075;1648;44;1;117,6;117,6
19100;1644;44;1;116,48;116,48
19334;1665;44;1;117,6;117,6
19403;1668;44;1;117,6;117,6
19493;1675;44;1;118,72;118,72
19544;1676;44;1;120,96;120,96
19617;1678;44;1;118,72;118,72
19700;1691;44;1;117,6;117,6
19702;1688;44;1;114,24;114,24
19787;1695;44;1;129,92;129,92
19912;1699;44;1;125,44;125,44
20053;1711;44;1;137,76;137,76
20260;1730;44;1;114,24;114,24
20273;1721;44;1;127,68;127,68
20365;1733;44;1;122,08;122,08
20683;1756;44;1;114,24;114,24
20751;1754;44;1;119,84;119,84
20767;1757;44;1;114,24;114,24
20843;1760;44;1;113,12;113,12
20850;1761;44;1;117,6;117,6
21028;1778;44;1;140;140
21055;1781;44;1;137,76;137,76
21132;1785;44;1;115,36;115,36
21242;1791;44;1;118,72;118,72
21306;1793;44;1;127,68;127,68
21367;1797;44;1;133,28;133,28
21442;1800;44;1;120,96;120,96
21546;1804;44;1;120,96;120,96
21575;1807;44;1;113,12;113,12
21603;1808;44;1;112;112
21851;1834;44;1;114,24;114,24
21892;1840;44;1;132,16;132,16
21959;1843;44;1;115,36;115,36
21989;1846;44;1;123,2;123,2
22165;1857;44;1;117,6;117,6
22166;1864;44;1;126,56;126,56
22246;1872;44;1;126,56;126,56
22456;1886;44;1;126,56;126,56
22543;1890;44;1;112;112
22564;1891;44;1;113,12;113,12
22599;1899;44;1;125,44;125,44
22757;1904;44;1;124,32;124,32
22990;1923;44;1;129,92;129,92
23062;1926;44;1;119,84;119,84
23071;1927;44;1;124,32;124,32
23112;1933;44;1;116,48;116,48
23198;1937;44;1;125,44;125,44
23323;1946;44;1;118,72;118,72
23402;1953;44;1;136,64;136,64
23427;1952;44;1;125,44;125,44
23628;1982;44;1;123,2;123,2
23641;1987;44;1;135,52;135,52
23665;1991;44;1;127,68;127,68
23675;1992;44;1;119,84;119,84
23677;1988;44;1;138,88;138,88
23693;1990;44;1;120,96;120,96
23720;1993;44;1;120,96;120,96
23825;1998;44;1;113,12;113,12
23876;2000;44;1;122,08;122,08
23987;2008;44;1;124,32;124,32
24016;2009;44;1;113,12;113,12
24052;2011;44;1;117,6;117,6
24131;2015;44;1;128,8;128,8
24188;2017;44;1;135,52;135,52
24216;2021;44;1;131,04;131,04
24504;2042;44;1;136,64;136,64
24550;2046;44;1;129,92;129,92
24820;2069;44;1;119,84;119,84
24882;2071;44;1;138,88;138,88
25055;2077;44;1;126,56;126,56
25132;2081;44;1;115,36;115,36
25179;2083;44;1;137,76;137,76
25319;2092;44;1;123,2;123,2
25568;2108;44;1;112;112
25624;2110;44;1;114,24;114,24
25803;2121;44;1;119,84;119,84
25963;2133;44;1;115,36;115,36
26261;2151;44;1;115,36;115,36
26428;2157;44;1;138,88;138,88
26461;2158;44;1;136,64;136,64
26554;2161;44;1;126,56;126,56
26608;2165;44;1;132,16;132,16
26620;2164;44;1;134,4;134,4
26749;2171;44;1;137,76;137,76
26811;2174;44;1;123,2;123,2
26860;2175;44;1;132,16;132,16
27006;2186;44;1;124,32;124,32
27067;2184;44;1;120,96;120,96
27108;2188;44;1;133,28;133,28
27319;2198;44;1;128,8;128,8
27396;2206;44;1;140;140
27517;2216;44;1;118,72;118,72
27564;2221;44;1;129,92;129,92
27652;2233;44;1;126,56;126,56
27756;2237;44;1;122,08;122,08
27824;2241;44;1;134,4;134,4
27978;2245;44;1;116,48;116,48
28076;2251;44;1;123,2;123,2
28119;2255;44;1;127,68;127,68
28353;2264;44;1;140;140
28385;2266;44;1;114,24;114,24
28469;2272;44;1;119,84;119,84
28613;2281;44;1;137,76;137,76
28847;2292;44;1;131,04;131,04
29001;2299;44;1;136,64;136,64
29093;2303;44;1;124,32;124,32
29127;2304;44;1;115,36;115,36
29157;2308;44;1;115,36;115,36
29318;2314;44;1;114,24;114,24
29335;2317;44;1;117,6;117,6
29392;2319;44;1;128,8;128,8
29413;2320;44;1;112;112
29474;2330;44;1;114,24;114,24
29632;2339;44;1;140;140
29786;2352;44;1;116,48;116,48
29929;2357;44;1;126,56;126,56
29975;2362;44;1;132,16;132,16
30174;2372;44;1;115,36;115,36
30182;2376;44;1;118,72;118,72
30510;2388;44;1;116,48;116,48
30587;2392;44;1;133,28;133,28
30650;2397;44;1;127,68;127,68
30710;2398;44;1;116,48;116,48
31366;2422;44;1;114,24;114,24
31480;2424;44;1;137,76;137,76
31558;2431;44;1;112;112
31719;2439;44;1;135,52;135,52
31791;2440;44;1;132,16;132,16
31940;2445;44;1;115,36;115,36
32188;2453;44;1;132,16;132,16
32228;2454;44;1;120,96;120,96
32319;2462;44;1;128,8;128,8
32328;2466;44;1;140;140
32400;2476;44;1;131,04;131,04
32431;2473;44;1;134,4;134,4
32543;2481;44;1;113,12;113,12
32615;2485;44;1;138,88;138,88
32633;2487;44;1;136,64;136,64
32902;2497;44;1;129,92;129,92
32966;2498;44;1;133,28;133,28
33051;2500;44;1;113,12;113,12
33145;2506;44;1;126,56;126,56
33216;2509;44;1;127,68;127,68
33298;2513;44;1;136,64;136,64
33399;2519;44;1;137,76;137,76
33542;2524;44;1;140;140
33546;2527;44;1;132,16;132,16
33625;2529;44;1;123,2;123,2
33661;2530;44;1;123,2;123,2
33697;2532;44;1;126,56;126,56
33866;2540;44;1;131,04;131,04
34272;2555;44;1;118,72;118,72
34318;2558;44;1;133,28;133,28
34349;2563;44;1;120,96;120,96
34629;2586;44;1;127,68;127,68
34688;2587;44;1;137,76;137,76
34871;2599;44;1;133,28;133,28
34942;2600;44;1;126,56;126,56
35015;2602;44;1;116,48;116,48
35178;2606;44;1;128,8;128,8
35242;2609;44;1;122,08;122,08
35277;2610;44;1;135,52;135,52
35305;2611;44;1;128,8;128,8
35374;2614;44;1;112;112
35435;2615;44;1;114,24;114,24
35622;2624;44;1;132,16;132,16
35904;2634;44;1;137,76;137,76
35927;2636;44;1;125,44;125,44
35946;2637;44;1;136,64;136,64
36195;2658;44;1;135,52;135,52
36215;2659;44;1;118,72;118,72
36293;2661;44;1;129,92;129,92
36417;2666;44;1;118,72;118,72
36643;2673;44;1;119,84;119,84
36836;2678;44;1;123,2;123,2
36856;2683;44;1;140;140
37116;2697;44;1;124,32;124,32
37157;2692;44;1;113,12;113,12
37181;2695;44;1;112;112
37302;2705;44;1;123,2;123,2
37393;2706;44;1;119,84;119,84
37531;2712;44;1;117,6;117,6
37617;2716;44;1;122,08;122,08
37634;2717;44;1;132,16;132,16
37698;2721;44;1;133,28;133,28
37762;2723;44;1;127,68;127,68
37807;2725;44;1;113,12;113,12
38130;2737;44;1;128,8;128,8
38150;2738;44;1;124,32;124,32
38294;2744;44;1;117,6;117,6
38419;2750;44;1;114,24;114,24
38431;2754;44;1;122,08;122,08
38483;2756;44;1;126,56;126,56
38659;2766;44;1;129,92;129,92
38660;2778;44;1;119,84;119,84
38740;2782;44;1;136,64;136,64
38950;2788;44;1;129,92;129,92
39037;2791;44;1;123,2;123,2
39058;2792;44;1;113,12;113,12
39093;2800;44;1;133,28;133,28
39251;2806;44;1;129,92;129,92
39484;2832;44;1;123,2;123,2
39556;2836;44;1;112;112
39565;2837;44;1;129,92;129,92
39606;2843;44;1;123,2;123,2
39692;2847;44;1;125,44;125,44
39817;2856;44;1;117,6;117,6
39896;2890;44;1;138,88;138,88
39921;2895;44;1;118,72;118,72
40122;2884;44;1;138,88;138,88
40135;2889;44;1;115,36;115,36
40159;2899;44;1;119,84;119,84
40169;2900;44;1;126,56;126,56
40171;2891;44;1;138,88;138,88
40187;2897;44;1;114,24;114,24
40214;2903;44;1;115,36;115,36
40319;2908;44;1;138,88;138,88
40370;2910;44;1;138,88;138,88
40481;2921;44;1;120,96;120,96
40510;2918;44;1;122,08;122,08
40546;2920;44;1;138,88;138,88
40625;2925;44;1;117,6;117,6
40687;1109;44;1;138,88;138,88
40859;1124;44;1;135,52;135,52
40994;1136;44;1;115,36;115,36
41265;1148;44;1;122,08;122,08
41427;1168;44;1;127,68;127,68
41770;1203;44;1;132,16;132,16
41809;1211;44;1;114,24;114,24
41851;1217;44;1;135,52;135,52
42125;2958;44;1;117,6;117,6
42153;2962;44;1;112;112
42176;2959;44;1;138,88;138,88
42220;2961;44;1;133,28;133,28
42352;2939;44;1;117,6;117,6
42497;2944;44;1;140;140
42515;2943;44;1;140;140
42590;2948;44;1;134,4;134,4
42649;2954;44;1;113,12;113,12
42779;2953;44;1;128,8;128,8
42828;2956;44;1;119,84;119,84
42911;586;44;1;129,92;129,92
42972;599;44;1;123,2;123,2
43031;605;44;1;119,84;119,84
43067;619;44;1;140;140
43175;625;44;1;134,4;134,4
43211;643;44;1;128,8;128,8
43339;661;44;1;114,24;114,24
43364;659;44;1;129,92;129,92
43446;684;44;1;122,08;122,08
43481;679;44;1;128,8;128,8
43530;710;44;1;124,32;124,32
43536;695;44;1;118,72;118,72
43556;686;44;1;120,96;120,96
43570;716;44;1;126,56;126,56
43643;714;44;1;133,28;133,28
43820;755;44;1;123,2;123,2
43842;739;44;1;136,64;136,64
43884;768;44;1;129,92;129,92
43946;766;44;1;119,84;119,84
43960;777;44;1;137,76;137,76
43991;773;44;1;116,48;116,48
44018;780;44;1;131,04;131,04
44189;809;44;1;123,2;123,2
44345;840;44;1;124,32;124,32
44479;870;44;1;115,36;115,36
44541;877;44;1;122,08;122,08
44651;963;44;1;124,32;124,32
44687;962;44;1;125,44;125,44
44718;966;44;1;134,4;134,4
44863;920;44;1;119,84;119,84
45033;940;44;1;117,6;117,6
45271;3053;44;1;128,8;128,8
45325;3055;44;1;113,12;113,12
45453;2967;44;1;112;112
45588;3011;44;1;125,44;125,44
45936;2986;44;1;119,84;119,84
46005;2993;44;1;129,92;129,92
46015;2989;44;1;120,96;120,96
46057;3000;44;1;123,2;123,2
46322;3007;44;1;122,08;122,08
46444;3020;44;1;134,4;134,4
46489;3021;44;1;128,8;128,8
46555;3025;44;1;125,44;125,44
46825;3038;44;1;118,72;118,72
46842;3039;44;1;138,88;138,88
46889;872;44;1;115,36;115,36
46908;878;44;1;137,76;137,76
46978;179;44;1;131,04;131,04
47036;182;44;1;137,76;137,76
47117;284;44;1;132,16;132,16
47154;207;44;1;131,04;131,04
47200;203;44;1;113,12;113,12
47234;208;44;1;137,76;137,76
47266;218;44;1;134,4;134,4
47283;211;44;1;128,8;128,8
47318;223;44;1;138,88;138,88
47337;225;44;1;132,16;132,16
47484;243;44;1;123,2;123,2
47511;251;44;1;128,8;128,8
47512;262;44;1;135,52;135,52
47518;255;44;1;125,44;125,44
47536;256;44;1;126,56;126,56
47642;300;44;1;129,92;129,92
47698;302;44;1;136,64;136,64
47738;312;44;1;134,4;134,4
47852;327;44;1;117,6;117,6
47958;338;44;1;119,84;119,84
48052;425;44;1;122,08;122,08
48232;387;44;1;126,56;126,56
48254;370;44;1;134,4;134,4
48276;388;44;1;123,2;123,2
48416;411;44;1;132,16;132,16
48440;417;44;1;117,6;117,6
48546;3098;44;1;112;112
48679;3102;44;1;113,12;113,12
48794;3112;44;1;120,96;120,96
48916;3118;44;1;113,12;113,12
49058;3126;44;1;122,08;122,08
49121;3133;44;1;127,68;127,68
49248;3131;44;1;131,04;131,04
49352;3187;44;1;132,16;132,16
49378;3150;44;1;133,28;133,28
49455;3147;44;1;119,84;119,84
49494;3139;44;1;113,12;113,12
49532;3138;44;1;119,84;119,84
49557;3135;44;1;137,76;137,76
49791;3164;44;1;112;112
49860;3168;44;1;127,68;127,68
49950;3175;44;1;138,88;138,88
50001;3176;44;1;115,36;115,36
50074;3178;44;1;128,8;128,8
50157;3198;44;1;135,52;135,52
50159;3202;44;1;113,12;113,12
50244;3204;44;1;140;140
50369;3207;44;1;129,92;129,92
50510;3220;44;1;129,92;129,92
50717;3221;44;1;119,84;119,84
50730;3231;44;1;131,04;131,04
50822;3222;44;1;115,36;115,36
51140;3260;44;1;114,24;114,24
51208;3254;44;1;113,12;113,12
51224;3258;44;1;113,12;113,12
51300;3259;44;1;126,56;126,56
51307;3261;44;1;118,72;118,72
51439;3347;44;1;128,8;128,8
51615;3358;44;1;114,24;114,24
51616;3370;44;1;127,68;127,68
51696;3373;44;1;138,88;138,88
51906;3392;44;1;126,56;126,56
51993;3376;44;1;116,48;116,48
52014;3375;44;1;114,24;114,24
52049;3383;44;1;115,36;115,36
52207;3397;44;1;133,28;133,28
52431;3063;44;1;133,28;133,28
52453;3066;44;1;137,76;137,76
52465;3068;44;1;127,68;127,68
52492;3064;44;1;120,96;120,96
52636;3071;44;1;118,72;118,72
52689;3075;44;1;116,48;116,48
52694;3077;44;1;122,08;122,08
52708;3073;44;1;120,96;120,96
52793;3084;44;1;115,36;115,36
52832;3085;44;1;113,12;113,12
52972;3088;44;1;112;112
53352;3345;44;1;124,32;124,32
53389;3346;44;1;127,68;127,68
53523;3308;44;1;128,8;128,8
53835;3303;44;1;129,92;129,92
54095;3325;44;1;123,2;123,2
54353;3336;44;1;138,88;138,88
54362;3337;44;1;112;112
54607;3429;44;1;116,48;116,48
54613;3426;44;1;114,24;114,24
39;4;40;1;342,2;342,2
160;15;40;1;336,4;336,4
267;24;40;1;336,4;336,4
273;31;40;1;350,9;350,9
311;34;40;1;330,6;330,6
362;43;40;1;319;319
363;39;40;1;321,9;321,9
406;46;40;1;348;348
634;68;40;1;333,5;333,5
673;74;40;1;310,3;310,3
747;79;40;1;348;348
852;88;40;1;290;290
1014;102;40;1;292,9;292,9
1139;113;40;1;316,1;316,1
1226;126;40;1;348;348
1265;127;40;1;359,6;359,6
1317;136;40;1;362,5;362,5
1653;170;40;1;339,3;339,3
1760;181;40;1;330,6;330,6
1832;190;40;1;330,6;330,6
1940;204;40;1;345,1;345,1
1986;209;40;1;292,9;292,9
2084;228;40;1;301,6;301,6
2164;230;40;1;359,6;359,6
2298;278;40;1;292,9;292,9
2401;294;40;1;298,7;298,7
2536;311;40;1;327,7;327,7
2628;337;40;1;324,8;324,8
2653;334;40;1;356,7;356,7
2698;339;40;1;319;319
2714;341;40;1;321,9;321,9
2828;354;40;1;290;290
2831;357;40;1;348;348
2884;366;40;1;359,6;359,6
2981;379;40;1;324,8;324,8
3172;407;40;1;353,8;353,8
3182;413;40;1;362,5;362,5
3221;414;40;1;310,3;310,3
3421;437;40;1;327,7;327,7
3422;436;40;1;292,9;292,9
3497;441;40;1;292,9;292,9
3554;447;40;1;310,3;310,3
3576;449;40;1;321,9;321,9
3680;457;40;1;336,4;336,4
3736;463;40;1;319;319
3788;464;40;1;339,3;339,3
3816;469;40;1;313,2;313,2
3879;467;40;1;345,1;345,1
3941;473;40;1;333,5;333,5
4004;484;40;1;336,4;336,4
4048;486;40;1;307,4;307,4
4090;491;40;1;292,9;292,9
4096;492;40;1;342,2;342,2
4137;493;40;1;362,5;362,5
4174;497;40;1;307,4;307,4
4260;507;40;1;313,2;313,2
4368;518;40;1;310,3;310,3
4387;517;40;1;316,1;316,1
4475;527;40;1;301,6;301,6
4494;526;40;1;339,3;339,3
4571;542;40;1;353,8;353,8
4611;541;40;1;310,3;310,3
4771;562;40;1;307,4;307,4
4789;561;40;1;359,6;359,6
4804;565;40;1;362,5;362,5
4915;570;40;1;316,1;316,1
4963;575;40;1;290;290
5050;598;40;1;359,6;359,6
5157;610;40;1;301,6;301,6
5258;630;40;1;295,8;295,8
5384;652;40;1;301,6;301,6
5431;660;40;1;295,8;295,8
5452;663;40;1;307,4;307,4
5517;669;40;1;324,8;324,8
5798;721;40;1;290;290
5842;725;40;1;339,3;339,3
5965;756;40;1;342,2;342,2
6013;765;40;1;295,8;295,8
6038;771;40;1;348;348
6063;767;40;1;319;319
6132;778;40;1;301,6;301,6
6161;782;40;1;362,5;362,5
6207;788;40;1;330,6;330,6
6335;826;40;1;304,5;304,5
6362;824;40;1;342,2;342,2
6418;841;40;1;319;319
6424;831;40;1;298,7;298,7
6473;844;40;1;345,1;345,1
6474;846;40;1;327,7;327,7
6526;864;40;1;342,2;342,2
6546;863;40;1;292,9;292,9
6624;873;40;1;319;319
6672;893;40;1;324,8;324,8
6717;902;40;1;290;290
6847;906;40;1;298,7;298,7
6929;921;40;1;316,1;316,1
7059;927;40;1;304,5;304,5
7071;932;40;1;324,8;324,8
7100;934;40;1;324,8;324,8
7214;950;40;1;333,5;333,5
7253;954;40;1;307,4;307,4
7274;955;40;1;292,9;292,9
7275;952;40;1;321,9;321,9
7290;956;40;1;301,6;301,6
7348;964;40;1;295,8;295,8
7358;961;40;1;336,4;336,4
7386;978;40;1;298,7;298,7
7429;974;40;1;313,2;313,2
7595;986;40;1;310,3;310,3
7969;1017;40;1;295,8;295,8
8127;1032;40;1;362,5;362,5
8306;1043;40;1;362,5;362,5
8407;1055;40;1;292,9;292,9
8435;1060;40;1;290;290
8604;1064;40;1;359,6;359,6
8756;1076;40;1;304,5;304,5
8911;1079;40;1;339,3;339,3
8974;1082;40;1;304,5;304,5
9061;1084;40;1;348;348
9089;1085;40;1;327,7;327,7
9131;1088;40;1;313,2;313,2
9179;1094;40;1;304,5;304,5
9247;1097;40;1;350,9;350,9
9270;1095;40;1;339,3;339,3
9298;1098;40;1;348;348
9349;1099;40;1;333,5;333,5
9382;1100;40;1;345,1;345,1
9430;1102;40;1;362,5;362,5
9446;1104;40;1;295,8;295,8
9512;1110;40;1;359,6;359,6
9546;1112;40;1;348;348
9683;1125;40;1;290;290
9834;1135;40;1;348;348
9925;1146;40;1;345,1;345,1
9989;1144;40;1;348;348
10169;1154;40;1;345,1;345,1
10466;1187;40;1;319;319
10551;1208;40;1;304,5;304,5
10779;1222;40;1;327,7;327,7
10809;1225;40;1;301,6;301,6
10850;1227;40;1;301,6;301,6
10977;1231;40;1;301,6;301,6
11045;1234;40;1;301,6;301,6
11065;1233;40;1;356,7;356,7
11213;1237;40;1;353,8;353,8
11481;1254;40;1;292,9;292,9
11549;1255;40;1;359,6;359,6
11656;1258;40;1;321,9;321,9
11819;1266;40;1;290;290
11855;1267;40;1;298,7;298,7
11997;1274;40;1;290;290
12073;1275;40;1;316,1;316,1
12153;1283;40;1;307,4;307,4
12211;1288;40;1;290;290
12354;1295;40;1;345,1;345,1
12449;1296;40;1;324,8;324,8
12541;1301;40;1;298,7;298,7
12609;1303;40;1;290;290
12642;1305;40;1;298,7;298,7
12675;1304;40;1;290;290
12730;1308;40;1;330,6;330,6
12798;1313;40;1;356,7;356,7
12830;1315;40;1;330,6;330,6
12893;1317;40;1;348;348
13003;1319;40;1;316,1;316,1
13199;1331;40;1;292,9;292,9
13447;1344;40;1;292,9;292,9
13580;1348;40;1;333,5;333,5
13599;1349;40;1;359,6;359,6
13709;1357;40;1;339,3;339,3
13906;1366;40;1;336,4;336,4
13973;1371;40;1;353,8;353,8
14006;1373;40;1;362,5;362,5
14260;1383;40;1;336,4;336,4
14465;1394;40;1;339,3;339,3
15046;1430;40;1;304,5;304,5
15171;1433;40;1;348;348
15350;1441;40;1;301,6;301,6
15460;1446;40;1;350,9;350,9
15514;1449;40;1;324,8;324,8
15698;1458;40;1;324,8;324,8
15926;1468;40;1;316,1;316,1
15992;1469;40;1;316,1;316,1
16149;1483;40;1;321,9;321,9
16183;1482;40;1;321,9;321,9
16225;1487;40;1;339,3;339,3
16492;1501;40;1;362,5;362,5
16744;1515;40;1;327,7;327,7
16793;1518;40;1;295,8;295,8
16839;1521;40;1;362,5;362,5
16853;1524;40;1;362,5;362,5
16943;1529;40;1;290;290
17048;1540;40;1;362,5;362,5
17161;1543;40;1;304,5;304,5
17241;1544;40;1;359,6;359,6
17257;1546;40;1;345,1;345,1
17349;1548;40;1;313,2;313,2
17672;1565;40;1;313,2;313,2
17845;1574;40;1;339,3;339,3
17896;1576;40;1;327,7;327,7
17976;1583;40;1;324,8;324,8
